Good performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Good performer;Bad performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Bad performer;Good performer;Bad performer;Good performer;;;;;;;;;;;;;;;;
12,88706;11,50823;12,3632;13,75027;11,89181;12,32368;11,58755;17,77726;12,96709;12,87578;18,78411;14,53625;17,91899;16,221;14,9562;15,05366;14,39301;17,22948;16,46113;18,81934;12,50545;15,7451;18,0183;18,30332;17,57946;18,80265;17,59157;17,58893;17,28555;18,02805;12,3437;15,15573;14,29713;14,89983;12,55549;14,75994;15,45843083;15,27026286;;;7;7;15,8;75,207;317,32;0,000670154;0,001627489;0,001946743;Q14515;Q14515;SPARC-like protein 1;SPARCL1
18,21362;14,00902;19,22426;18,75877;17,61468;17,37814;18,8224;17,20409;16,43504;17,51036;14,89524;15,05231;14,19125;17,56354;14,24625;15,73818;14,29596;16,94809;12,69034;12,096;17,06928;12,5166;15,10079;17,20132;13,67445;16,19948;15,95862;12,87268;16,29627;12,47331;18,76082;11,80576;16,85282;15,96457;18,53439;17,65257;16,10640167;15,88446786;;;7;7;27,9;46,276;74,781;0,000409495;-0,00088836;-0,001189907;Q96P63;Q96P63;Serpin B12;SERPINB12
19,7998;18,64931;17,3423;17,50851;18,34724;19,22621;14,47199;18,96483;14,03097;18,55746;13,75244;20,23116;19,37176;17,54977;19,01004;19,53886;18,89853;19,92299;17,90795;19,98008;19,15763;20,64606;19,59334;20,46144;20,37241;19,74652;21,57939;18,80647;17,68229;20,57228;13,55187;21,74915;20,33058;19,74292;19,43298;19,12293;18,4944075;18,76922857;;;6;6;24,2;39,731;323,31;0,001831061;-0,003718921;-0,005312002;P27169;P27169;Serum paraoxonase/arylesterase 1;PON1
12,36408;16,65187;14,18996;12,05951;15,68669;13,44501;20,07117;17,27221;18,07033;15,51226;17,22694;16,01094;16,03774;15,75543;13,57208;14,55241;16,15308;14,33776;19,03765;11,74933;13,07115;12,39598;17,91561;13,99762;17,47437;16,31116;11,96591;17,90889;12,15764;11,7764;13,30545;15,81075;12,82342;18,41332;14,47212;11,84592;16,05156833;15,04313;;;2;2;27,4;12,82;109,1;0,002884125;-0,006842607;-0,008356925;A0A0C4DH31;A0A0C4DH31;;IGHV1-18
23,4038;24,87951;25,94024;25,67818;27,11128;26,81849;23,19984;27,70905;24,11902;27,21965;22,19018;27,01648;27,23891;27,63326;25,61288;25,20911;26,87619;27,12139;23,42714;26,85377;24,83215;24,43651;27,27204;27,09164;25,36205;28,19521;26,12518;25,33497;27,4817;27,62749;23,71523;24,02943;25,11012;23,72484;20,81941;24,34157;25,09682208;25,58085857;;;10;10;66,3;21,029;323,31;0,003889855;-0,006955989;-0,011258172;P41222;P41222;Prostaglandin-H2 D-isomerase;PTGDS
21,6762;22,86106;21,28658;21,31269;21,72642;21,90514;18,71378;21,01229;21,1175;19,84892;20,28591;19,86614;19,55733;21,86801;18,87774;15,18546;20,60847;20,02662;23,05762;19,83937;21,35051;21,52234;19,40904;20,5363;22,32069;23,37955;22,58614;17,05621;23,7453;15,8764;16,99524;24,12912;20,24493;24,29179;12,92165;22,53535;20,30562542;20,54827571;;;5;2;46,6;12,557;323,31;0,003673762;-0,009277746;-0,010635364;P01619;P01619;Ig kappa chain V-III region B6;
16,26721;15,5751;18,13039;17,45218;16,52152;16,55375;18,22336;16,80851;19,33248;17,73853;14,95769;13,61583;13,63552;14,29218;15,21198;15,49295;13,48261;12,67205;12,42681;11,09532;15,11007;12,36489;14,36653;14,4701;12,42034;11,57287;12,422;11,97596;13,95736;12,94311;12,97691;10,88489;15,7719;11,91867;12,95206;12,58029;14,83844958;14,39982357;;;4;4;9,2;68,064;11,95;0,004495305;-0,009987311;-0,013001532;Q8WVV4;Q8WVV4;Protein POF1B;POF1B
22,1218;22,55103;20,9522;20,45282;19,75817;21,50751;19,36127;21,1432;20,41967;19,7732;20,36325;19,82215;19,77001;21,48959;18,6748;19,38421;19,81569;20,08395;19,72733;18,7187;21,66023;21,18628;19,77743;20,48119;22,42396;22,53005;21,52917;23,32045;20,15016;20,43705;14,67977;22,78099;20,1646;24,20613;17,90354;22,77732;20,36702292;20,61662429;;;3;2;32,2;12,625;14,357;0,007846529;-0,013619559;-0,022608244;"A0A0A0MRZ8;P04433";"A0A0A0MRZ8;P04433";Ig kappa chain V-III region VG;IGKV3D-11
19,71877;20,17207;18,84304;18,90154;19,64585;19,48263;18,3759;20,38522;21,23479;17,77121;20,81878;21,4711;21,52583;20,46553;20,85529;17,48306;21,28308;21,59628;21,37899;22,29749;21,49414;21,9155;22,20875;20,99466;21,40145;22,70291;22,12729;23,08019;21,86041;21,91437;14,10965;22,22441;20,8789;22,28729;12,82398;21,81237;20,43501458;20,49938214;;;9;9;13;85,532;51,328;0,008984088;-0,019775378;-0,025852825;"P00751;CON__Q3KUS7";P00751;"Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment";CFB
21,74131;22,14068;21,92249;21,89663;21,42014;21,60295;21,23034;22,75022;20,56235;19,94449;23,33252;23,22513;22,76369;22,67627;19,85221;18,98376;21,92662;21,31108;22,38958;22,50113;20,58921;20,48267;22,89264;22,61088;22,5781;22,89473;22,32067;24,04935;22,99032;22,15419;14,12534;23,20838;21,00319;22,9618;18,08239;22,34627;21,68221875;21,67158929;;;6;5;25,3;39,324;323,31;0,018079035;-0,0324312;-0,051503081;P02765;P02765;"Alpha-2-HS-glycoprotein;Alpha-2-HS-glycoprotein chain A;Alpha-2-HS-glycoprotein chain B";AHSG
22,45904;20,79994;19,97449;20,26006;18,31495;21,73731;19,88503;18,89948;20,36997;22,15589;18,35449;19,47457;16,21052;20,92774;18,10687;14,40917;20,58838;21,43614;21,78269;21,7534;23,488;22,52996;22,67573;23,79223;22,9068;19,51127;23,97657;22,54333;18,99115;22,38601;18,54113;18,94501;24,89139;20,65246;20,03308;24,89629;20,35008833;20,82098286;;;7;6;27,3;21,892;92,746;0,017809604;-0,040674909;-0,050750494;P32119;P32119;Peroxiredoxin-2;PRDX2
18,2466;11,49896;16,85538;17,08275;11,3964;17,97438;17,4988;12,82606;12,51557;15,61767;12,62073;13,15629;18,63874;17,50223;15,59022;17,04634;18,94769;16,62785;13,17569;14,1467;17,96719;18,92943;12,95415;18,63991;16,40463;14,58784;18,75564;13,58508;12,47103;13,07072;14,51795;15,26382;13,02265;9,902221;12,87855;20,96719;15,76128171;15,38319786;;;8;8;35,3;32,118;121,05;0,01531545;-0,041457715;-0,043762864;P00491;P00491;Purine nucleoside phosphorylase;PNP
18,4949;18,38271;19,37299;20,57182;19,62667;20,43817;21,66653;19,84032;21,42275;20,37624;18,89264;20,7102;18,70688;19,40692;20,07666;20,44869;19,80516;20,07182;14,45642;14,7588;16,75825;13,99356;16,51098;14,44093;14,2939;16,53546;13,29935;12,30922;12,42377;16,73846;13,83373;10,42307;18,87703;14,41792;20,7054;15,81288;17,50491875;17,50338929;;;11;11;20,5;76,631;323,31;0,018319354;-0,055491132;-0,05217398;Q08188;Q08188;"Protein-glutamine gamma-glutamyltransferase E;Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain;Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain";TGM3
18,7343;15,27051;18,34312;16,61036;13,43181;17,26334;20,01849;16,65732;18,63687;18,13215;18,79959;18,40989;17,37543;18,28942;18,75124;18,42554;16,20545;17,23669;16,97489;18,77369;20,44688;20,00319;19,09504;19,51455;18,04255;15,89086;12,21309;11,30963;16,08429;19,77024;13,85401;16,03226;19,17101;17,00908;17,72807;20,4498;17,45049958;17,51264;;;5;5;11,3;44,614;21,847;0,03201447;-0,068199213;-0,089847716;"P00558;P07205";P00558;Phosphoglycerate kinase 1;PGK1
12,08087;15,13583;10,79662;15,58155;12,54158;12,39563;15,78274;18,71709;15,8377;17,51715;19,0747;12,63897;13,90142;18,64537;14,67976;15,3382;13,77875;16,82923;11,28709;16,47405;15,06542;11,86521;10,99079;14,16368;12,2346;16,32801;12,065;18,89128;18,82687;13,39436;13,70487;13,30492;13,0983;11,43999;14,21049;11,816;14,57361167;14,49882071;;;6;6;11,6;74,68;19,474;0,028497768;-0,069247103;-0,080276481;Q15582;Q15582;Transforming growth factor-beta-induced protein ig-h3;TGFBI
18,14634;20,01604;18,63676;18,91614;20,58738;18,83562;17,77056;22,20135;18,29338;16,15804;20,10406;11,90548;20,15351;22,34673;15,38618;15,2617;18,96161;21,19551;19,61346;21,40811;18,87015;19,6697;22,2579;20,75091;20,30095;20,73389;18,37237;22,51564;21,9668;20,04046;16,71062;20,66223;19,37776;20,56318;19,15786;19,8289;19,84404333;19,42911;;;1;1;1,3;107,47;37,793;0,037238563;-0,08048709;-0,103939226;Q14151;Q14151;Scaffold attachment factor B2;SAFB2
23,49497;24,59577;25,87781;26,47811;25,32965;25,01154;23,58337;26,40706;24,12068;25,29365;26,94559;24,09515;24,06727;24,23878;23,76061;23,49351;24,65627;23,12616;22,9015;23,71125;22,15956;21,91156;24,91698;23,08185;23,04445;25,67777;22,34096;24,61032;25,76981;25,77022;24,52157;23,62031;24,64163;23,90747;23,31022;22,92841;23,47383917;24,31520643;;;16;16;32,7;52,494;323,31;0,075877184;-0,088438938;-0,203835236;P10909;P10909;"Clusterin;Clusterin beta chain;Clusterin alpha chain";CLU
13,97347;16,1652;15,54864;11,95663;13,96304;12,72488;12,86601;19,22701;15,08202;15,19162;18,6506;18,10036;19,03287;19,32944;18,60462;16,53647;14,09287;18,50974;14,95529;19,58939;12,228;13,64497;17,92787;19,83042;17,7274;19,08514;19,47805;17,74399;18,21162;14,57734;13,81532;17,11918;11,82054;16,16691;13,78498;15,27201;16,4560475;16,23770357;;;10;10;10,8;143,89;85,691;0,037879666;-0,091973113;-0,10565829;Q92823;Q92823;Neuronal cell adhesion molecule;NRCAM
19,79454;19,25518;19,11822;18,5337;19,46416;19,61123;18,85669;19,12609;20,84606;19,86954;20,7532;19,66187;19,43353;19,73011;18,89264;15,56746;19,5248;18,9088;17,88131;18,14425;18,07817;18,17777;17,69152;18,48597;18,1704;18,56003;16,72973;17,11462;18,40645;19,78222;14,23185;19,4521;19,39688;19,8462;13,33486;18,16977;18,66870875;18,62865643;;;3;3;6,8;38,429;323,31;0,06158801;-0,092261048;-0,167736033;P51884;P51884;Lumican;LUM
22,3916;23,855;23,74766;24,12526;24,47649;22,41823;21,7545;25,46095;25,11239;20,12414;25,16108;23,68421;24,49893;24,89989;22,50154;23,56639;24,16346;25,22601;25,14635;25,37299;24,04835;24,60722;25,10765;26,0549;25,60459;26,18656;24,65398;25,32543;26,38859;26,54159;24,9252;26,02464;24,26749;26,12066;21,08499;25,09571;24,21881708;24,49513357;;;7;6;12,4;55,154;174,01;0,067969039;-0,095462824;-0,183972776;P05155;P05155;Plasma protease C1 inhibitor;SERPING1
18,32562;19,32549;21,36303;21,77161;19,79127;20,84161;21,52946;21,44693;16,57024;22,22943;21,02601;19,85857;21,31877;22,47415;20,09029;20,38068;19,88742;20,34722;16,1287;17,56138;12,29345;13,4747;16,72467;18,63609;17,49397;19,16475;14,54635;17,76908;19,77127;18,98524;15,54481;18,63016;12,89351;16,0564;14,53389;12,35235;18,4391;18,42383786;;;8;8;25,6;40,076;323,31;0,034017958;-0,096344285;-0,095269656;P08571;P08571;"Monocyte differentiation antigen CD14;Monocyte differentiation antigen CD14, urinary form;Monocyte differentiation antigen CD14, membrane-bound form";CD14
18,15906;16,9506;19,13593;18,17816;17,65187;19,58338;21,40218;18,29203;21,33484;19,66678;19,67786;14,19596;13,33593;19,46661;12,75518;14,61167;14,41991;18,93767;17,66178;17,49576;14,59327;13,50027;18,92529;13,34647;15,20407;14,76269;18,18694;11,24008;13,30334;14,80382;14,03368;15,82245;14,66868;17,29132;18,96807;18,44241;16,29159917;16,73105071;;;4;4;7,6;99,986;27,073;0,04121875;-0,10508154;-0,11457612;Q08554;Q08554;Desmocollin-1;DSC1
12,95592;15,42114;12,32648;12,74302;15,0336;12,05775;10,85776;11,6625;15,75908;12,61354;13,77633;14,19505;14,59232;13,31143;15,36992;14,6533;13,95594;12,23518;20,83877;18,04948;18,02497;18,4614;17,81096;12,15945;19,5257;18,86707;17,652;12,7297;11,978;13,50356;14,02555;18,27135;12,81436;17,37645;12,79735;11,44531;14,86500625;14,785;;;2;2;1,9;131,14;72,071;0,042531947;-0,109469302;-0,1180671;Q16706;Q16706;Alpha-mannosidase 2;MAN2A1
19,85195;20,91903;19,72836;20,16987;20,34981;20,06828;20,77708;21,26757;20,35552;16,94923;20,57589;20,99804;21,05729;21,17359;20,60748;20,228;20,25373;20,69166;20,02472;19,70175;19,89337;20,1182;20,27059;19,77904;20,95532;21,11032;20,23853;20,90932;20,48935;21,24296;14,02885;20,81198;19,88401;20,5643;13,20049;20,41225;19,70049875;20,05919429;;;12;12;27,5;57,07;212,59;0,06903248;-0,112420664;-0,186660312;"P05546;CON__ENSEMBL:ENSBTAP00000018574";P05546;Heparin cofactor 2;SERPIND1
18,12671;16,0334;17,52221;16,64132;14,28128;18,98671;19,00536;17,54864;15,91609;16,99148;20,04059;14,28305;15,08506;18,52658;14,68901;16,26132;14,1148;13,18865;9,169515;12,73259;12,87546;12,29156;12,55442;12,86916;13,28121;12,61476;14,49517;12,78172;16,13156;12,50032;13,6113;10,04937;13,32598;11,91957;14,27091;13,42372;14,52765438;14,74595214;;;5;2;34,2;12,839;21,883;0,050564668;-0,123350924;-0,139226135;"A0A0B4J1X5;A0A0J9YVY3";A0A0B4J1X5;;IGHV3-74
19,56742;19,80016;18,56618;17,99153;19,46098;19,69766;23,01845;16,29259;14,18247;13,48324;14,47984;20,4865;19,88813;20,82135;18,61536;18,91149;20,70961;19,65078;21,23824;20,31451;20,92005;21,51999;20,78285;19,71018;21,84326;19,61312;20,6035;20,9705;20,19087;15,30635;13,86212;21,0764;19,95731;20,72342;14,0674;19,49512;18,75466667;19,18368786;;;5;2;28,2;12,947;323,31;0,053262096;-0,126991247;-0,146257825;"P0DP03;P01768;P01764";"P0DP03;P01768;P01764";"Ig heavy chain V-III region CAM;Ig heavy chain V-III region 23";IGHV3-23
19,39755;11,01282;12,94962;14,36009;14,21718;19,05298;17,99921;14,7219;17,62099;15,43235;14,43502;13,86781;19,57865;19,23879;14,81489;18,57252;18,80259;18,8367;18,23939;18,21987;17,38389;18,0676;18,01253;17,93272;17,24795;18,47294;20,26155;17,62171;18,65958;15,62742;14,41131;17,41072;11,85058;16,80964;13,95787;16,11175;16,6582225;16,77962143;;;6;6;10,1;65,75;41,513;0,058474136;-0,129803633;-0,159742639;"P05156;CON__Q32PI4";P05156;"Complement factor I;Complement factor I heavy chain;Complement factor I light chain";CFI
17,9846;17,01585;18,84552;18,82317;20,09404;19,29807;16,64357;21,78532;16,58819;16,75068;20,77394;13,08775;19,19768;19,71408;18,63059;15,78802;19,60406;19,94106;18,45189;20,94027;15,47021;18,03923;21,2178;21,57205;19,83981;21,34267;19,71683;20,00922;20,20216;20,37613;13,03467;15,74864;17,6375;17,38524;12,51004;14,93323;17,79766542;18,38569929;;;15;15;17;113,32;122,86;0,056136521;-0,131426241;-0,153711127;Q12860;Q12860;Contactin-1;CNTN1
15,21272;13,59833;12,81169;15,72134;11,6778;14,701;13,85837;11,08122;11,75178;12,77499;12,82279;12,95891;12,49368;16,21781;15,44361;14,38699;14,61104;13,57313;17,15106;17,301;18,52099;17,51106;18,05372;17,71116;17,62735;12,21936;16,32487;11,59203;16,0886;16,94627;14,08936;17,7476;13,71496;11,89562;13,72146;20,83059;14,73771292;14,93462643;;;5;5;23,2;25,035;191,55;0,057812311;-0,131922976;-0,158037695;P30041;P30041;Peroxiredoxin-6;PRDX6
16,21707;19,13618;16,04412;11,83421;15,54786;16,49109;18,85933;18,03623;18,71267;14,02281;17,24098;14,56181;20,65412;18,51949;15,66853;15,97839;14,91746;19,29981;16,31561;19,52244;18,94604;19,02672;18,73261;16,1205;19,39253;18,43762;18,73592;18,98604;19,04049;14,10273;13,28633;18,07541;17,34169;19,36172;14,35948;18,38688;17,57881625;17,30053357;;;10;10;13,6;83,267;133,8;0,065873192;-0,13210283;-0,178660838;P06681;P06681;"Complement C2;Complement C2b fragment;Complement C2a fragment";C2
20,54047;21,04587;20,38532;20,48414;20,2055;20,0258;22,8128;21,8939;18,9781;22,09307;22,34175;17,2905;22,50147;22,60637;19,77069;17,08815;20,36762;21,75046;20,59487;21,392;20,52373;20,99424;21,98964;21,37528;21,61279;22,06145;21,42301;21,87452;20,56867;21,20967;19,34239;21,57893;20,46324;20,9455;18,87144;20,76539;21,07102583;20,90786429;;;12;12;19,9;71,957;323,31;0,111141156;-0,13247267;-0,289166209;"P01042;CON__P01045-1;CON__Q2KJ62;CON__P01044-1";P01042;"Kininogen-1;Kininogen-1 heavy chain;T-kinin;Bradykinin;Lysyl-bradykinin;Kininogen-1 light chain;Low molecular weight growth-promoting factor";KNG1
20,51624;22,59564;23,83306;23,26485;23,78367;22,69485;20,97477;23,39126;19,94921;24,32299;24,74371;17,54321;21,96003;24,70102;20,65814;22,01107;21,77644;22,44182;20,8877;22,45651;20,66371;20,2397;22,44314;22,87374;22,3858;22,08541;21,04933;23,47197;22,69859;24,11957;21,73496;20,51865;22,31063;16,47305;20,91415;20,41349;21,13733208;21,99819786;;;12;12;22,9;59,482;323,31;0,083211602;-0,137865116;-0,222008298;O43405;O43405;Cochlin;COCH
15,22818;14,5173;13,47951;12,49109;12,78491;12,88275;11,07896;12,59004;12,60223;13,18433;13,37488;11,64121;16,48359;12,60294;15,27668;15,6071;13,73175;12,12246;14,79695;18,29289;15,24926;17,26801;15,32752;14,25945;16,49296;11,52305;17,34707;11,90919;15,37951;16,47629;13,56811;15,85708;13,03932;13,24856;13,55977;11,8435;14,077705;14,17479429;;;12;12;5,7;309,26;58,336;0,084021211;-0,144281734;-0,224000053;P04275;P04275;"von Willebrand factor;von Willebrand antigen 2";VWF
11,83345;12,18657;16,23319;12,6041;15,34124;13,05696;14,03433;17,41971;13,45473;14,59682;12,82735;12,49023;13,21343;15,41201;15,64147;14,30249;13,38395;14,23152;14,54067;15,10983;14,28151;10,95896;15,63643;17,14738;14,96186;11,76582;16,25143;17,03155;15,98926;12,04052;13,44034;15,60151;12,94655;17,36513;12,91868;12,43564;14,21299792;14,33109357;;;5;5;4,3;161,88;11,429;0,091274682;-0,146943024;-0,241721054;Q9ULB1;Q9ULB1;Neurexin-1;NRXN1
12,45897;15,37035;11,23455;12,34519;12,5516;13,81193;13,59914;11,97406;14,00273;14,53032;12,52393;14,53209;13,4086;12,15919;15,62701;14,70946;12,60102;13,31283;16,1243;15,85696;12,64887;15,61678;16,29103;13,0143;16,5855;17,58505;12,89648;17,42374;17,47927;14,2148;14,58938;17,34724;14,25505;16,3461;13,69112;16,67328;14,38646542;14,51986786;;;8;8;3,1;343,67;14,666;0,091121977;-0,151046592;-0,241350242;P12111;P12111;Collagen alpha-3(VI) chain;COL6A3
15,37266;10,95808;13,61147;13,10327;10,62117;15,47291;19,68828;12,54465;13,00413;14,58055;13,9846;12,79632;14,53813;16,25316;15,2626;15,06456;14,53237;12,41884;15,48718;12,17052;17,44419;15,48101;15,11044;16,00415;15,80173;10,01467;12,03883;12,5003;12,63459;12,74948;13,85477;13,77726;14,94668;15,27961;14,91237;14,92843;14,52915083;14,23054429;;;7;7;22,7;42,741;213,28;0,08545088;-0,152528664;-0,227510418;P30740;P30740;Leukocyte elastase inhibitor;SERPINB1
21,28433;19,50452;24,09716;21,10981;20,93301;21,11896;22,37042;22,69729;20,82268;19,49164;19,77282;18,07515;18,45479;18,72517;19,77902;19,33265;17,95163;20,19232;20,3756;20,94906;21,60544;21,45136;22,6333;22,51603;19,92678;21,02093;22,38036;20,19773;20,64852;20,60973;23,43288;21,04153;22,33415;21,58026;23,0488;23,0964;20,42233875;21,05406286;;;1;1;6,5;16,362;4,361;0,111972909;-0,153820781;-0,291119201;Q8N7L0;Q8N7L0;Protein FAM216B;FAM216B
16,42874;17,87538;15,84777;17,57282;14,62222;17,23799;17,48668;13,74273;15,78369;15,16539;17,16241;17,58454;13,06742;18,09599;14,81015;13,8942;17,86442;18,01204;15,69732;18,45599;16,13312;16,41733;18,39699;16,1123;17,80511;17,45836;15,92019;18,94692;19,18599;14,61206;12,66194;17,38043;14,06029;17,01683;14,58102;17,04623;16,10611042;16,49229643;;;9;9;16,7;82,577;25,853;0,105445649;-0,162712487;-0,275722313;O00391;O00391;Sulfhydryl oxidase 1;QSOX1
13,49135;11,48065;16,15106;13,25711;12,66267;12,46889;12,49083;18,4598;14,4835;13,6479;12,67939;14,44162;13,64363;14,70255;14,09168;14,57281;13,41128;16,50558;15,11057;17,43998;15,90898;13,27546;17,84341;16,04983;16,29455;17,52014;15,65963;14,17968;18,44419;13,13343;12,95796;14,21697;14,05465;17,67349;13,10507;15,13394;15,59970583;14,83996643;;;2;2;0,8;254,58;11,497;0,095694991;-0,163390494;-0,252413398;P23471;P23471;Receptor-type tyrosine-protein phosphatase zeta;PTPRZ1
21,71234;23,54616;23,10866;23,92841;24,97815;23,02229;21,93373;24,58824;27,49937;25,75412;21,53131;24,08416;24,15754;25,22107;23,59685;22,98237;23,14837;22,65099;24,0135;26,31986;22,74446;21,92582;26,65922;24,1425;25,01869;26,55792;22,53357;24,16415;25,98316;22,75613;21,15925;23,62623;22,8554;25,78915;20,87147;22,10489;23,35709333;23,90790143;;;8;8;27,5;21,275;323,31;0,122426347;-0,182497966;-0,315445796;P05090;P05090;Apolipoprotein D;APOD
12,42831;17,69527;18,73244;19,07384;18,64164;18,7434;16,547;19,29102;15,28612;19,30568;20,5344;18,08696;18,8761;22,04593;16,27916;17,15541;18,03982;18,57226;14,51638;20,97344;19,32801;15,69163;21,04886;20,76369;18,5813;22,22511;16,9187;19,23886;23,27441;19,81033;13,4852;18,9381;18,25045;20,88069;13,43407;17,62442;17,84842458;18,45449571;;;8;8;25,1;42,625;323,31;0,079420251;-0,183793607;-0,212643471;P36222;P36222;Chitinase-3-like protein 1;CHI3L1
12,80328;12,20089;12,62843;12,67424;12,65349;12,27938;12,35133;12,51908;14,62125;13,20336;12,92212;12,90859;14,33879;11,86266;14,18834;14,21266;13,14372;12,98445;16,33666;16,30654;15,54515;16,03903;15,48155;15,3627;18,08457;17,05123;17,73648;14,81693;11,14942;14,26143;14,63766;17,21826;13,58351;16,47229;14,14536;16,42895;14,16812375;14,43042786;;;10;2;34,4;35,9;20,519;0,120422047;-0,197345758;-0,310812462;P01859;P01859;Ig gamma-2 chain C region;IGHG2
12,16613;13,30683;11,42187;13,69047;12,59177;13,98333;11,5458;11,79697;13,3511;13,45359;15,25192;11,3325;13,5751;14,09761;16,18475;15,02122;13,57756;18,111;21,37422;22,24679;22,50497;12,41837;22,13931;21,73818;22,63163;12,49947;21,06362;22,94781;23,58049;22,20857;20,73686;21,90275;22,54045;21,36212;13,86854;21,64209;16,86955292;17,17672929;;;1;1;1,4;77,18;2,9789;0,047609758;-0,204386234;-0,131481128;Q5T6C5;Q5T6C5;Ataxin-7-like protein 2;ATXN7L2
17,90683;14,8072;17,32747;12,23767;11,24024;13,4884;19,8443;18,27603;19,27342;15,73886;18,42107;13,16704;13,12645;13,54629;15,39689;16,2849;13,77362;15,67229;15,09321;12,59299;18,45105;16,04631;15,34378;16,33914;16,03278;10,68623;13,51371;12,22158;15,38215;15,8947;13,06509;12,32127;14,20184;13,19826;14,34207;15,04776;15,48065875;15,10976714;;;11;11;18,6;57,936;102,55;0,101982796;-0,211304268;-0,26748733;P14618;P14618;Pyruvate kinase PKM;PKM
20,68003;19,79162;22,52325;22,23681;20,73016;21,73517;22,59088;22,00271;23,97369;21,88483;19,79452;13,19966;19,68067;19,20285;20,50242;19,0896;19,08514;20,20204;17,68497;16,74609;17,62842;17,90113;19,11949;14,13579;15,08344;18,72224;13,18;15,43931;17,35277;17,12091;20,76482;16,90924;19,01601;15,41838;19,99535;16,14659;18,80333125;18,94701357;;;53;52;18,9;331,77;323,31;0,087235756;-0,219158365;-0,231880792;"P15924;REV__Q15911";P15924;Desmoplakin;DSP
18,43538;17,15965;19,35511;19,66433;19,66939;20,37518;25,07863;17,87652;18,48974;19,63357;18,50549;19,10771;19,48414;20,41338;19,59098;20,44496;18,54521;19,97155;21,45483;16,41716;18,45302;11,29144;17,48085;11,70433;20,43094;12,50512;16,67466;11,73039;21,82738;13,77917;13,84668;18,2932;14,37526;18,67962;12,95986;20,26396;17,40348292;18,02276;;;12;11;16,3;78,181;323,31;0,073734026;-0,22048082;-0,198480258;P02788;P02788;"Lactotransferrin;Lactoferricin-H;Kaliocin-1;Lactoferroxin-A;Lactoferroxin-B;Lactoferroxin-C";LTF
20,54132;20,59632;20,27923;19,70175;20,56263;20,32158;18,55153;21,79019;20,94099;13,01672;22,54884;20,82927;22,50516;23,57946;21,77884;21,31341;22,80613;22,41653;22,51031;23,17833;21,77836;21,95624;23,41622;22,4326;23,23742;21,90301;23,08291;22,01913;22,5355;20,22764;19,44742;23,74016;18,32952;23,07886;20,14457;22,31136;20,71330458;21,50977929;;;23;21;18,3;139,09;323,31;0,126128907;-0,224664855;-0,323967161;"P08603;Q02985";P08603;Complement factor H;CFH
20,0494;20,74172;20,88129;21,48222;22,08981;20,7866;19,81458;21,14669;20,03617;14,42338;20,64966;20,32641;20,02864;22,32874;15,12942;20,59314;18,92106;20,62908;16,1985;19,4127;14,7364;17,1684;19,74516;18,93477;19,36745;20,57237;17,55914;18,42399;21,77209;21,54609;18,07337;17,03036;17,83867;19,24556;18,12303;15,78548;18,94010333;19,35146143;;;10;10;21,3;54,739;184,5;0,122231784;-0,230050471;-0,31499666;P55058;P55058;Phospholipid transfer protein;PLTP
13,16982;16,53477;11,1216;12,84744;16,07385;14,24448;12,7623;15,67066;19,8613;16,9457;14,17164;13,39165;15,21155;12,6005;13,8293;14,84858;12,34518;17,66428;12,64747;13,08756;15,43228;15,13045;14,53461;16,09564;18,40474;15,15865;13,29935;16,75955;16,13677;19,80363;14,6404;17,51438;17,59368;17,54819;14,76738;16,33832;15,33393958;15,37134;;;1;1;8,3;12,987;3,0091;0,124828956;-0,235481727;-0,320980909;A0A075B6I1;A0A075B6I1;;IGLV4-60
15,42203;15,17645;18,6934;17,35699;12,46926;16,21544;17,67583;12,01795;19,6814;17,51283;14,37843;12,41257;13,36166;12,23831;15,49288;15,0524;14,17045;15,05405;13,57298;13,43032;12,96942;13,64171;14,12864;12,45731;13,11072;13,58895;13,89822;12,53724;11,4608;12,80153;12,79079;11,40411;12,73862;13,82833;12,72042;12,64645;14,12550125;14,26254571;;;7;7;12,3;82,86;235,25;0,135395256;-0,242853598;-0,345082814;Q13835;Q13835;Plakophilin-1;PKP1
17,94581;11,07974;16,91123;16,11728;17,0002;15,04059;15,66523;18,68835;19,63354;15,28939;17,97696;19,2836;19,40193;11,96779;14,83452;15,31392;18,28794;19,00462;19,02267;20,10085;20,99797;21,66986;21,76749;21,55487;20,7487;18,51167;20,41287;21,00731;21,63763;21,39963;14,59953;21,34462;20,70312;21,7297;18,4418;19,41724;17,98589583;18,60716357;;;1;1;13,7;12,645;89,342;0,094327021;-0,24307677;-0,249112913;"A0A0C4DH73;A0A0C4DH72;P04432;P01611;P01597";"A0A0C4DH73;A0A0C4DH72;P04432;P01611;P01597";"Ig kappa chain V-I region Daudi;Ig kappa chain V-I region Wes;Ig kappa chain V-I region DEE";"IGKV1-12;IGKV1-6"
